date,sales,prix,wday,month,event_name_1,event_type_1,snap_WI,temp,feelslike,humidity,precip,preciptype,windspeed,visibility,cloudcover,uvindex
2013-06-28,57.0,1.38,7,6,no_event,no_event,0,21.1,21.1,71.8,0.633,rain,24.0,16.0,46.8,9
2013-06-29,85.0,1.38,1,6,no_event,no_event,0,19.1,19.1,85.0,8.561,rain,26.3,14.1,92.8,8
2013-06-30,65.0,1.38,2,6,no_event,no_event,0,19.5,19.5,63.5,0.0,no_precip,24.1,16.0,28.7,9
2013-07-01,45.0,1.38,3,7,no_event,no_event,0,19.5,19.5,63.3,0.0,no_precip,24.2,16.0,7.0,10
2013-07-02,41.0,1.38,4,7,no_event,no_event,1,18.3,18.3,64.7,0.0,no_precip,28.0,16.0,17.6,10
2013-07-03,79.0,1.38,5,7,no_event,no_event,1,17.6,17.6,78.6,0.003,rain,10.5,15.8,90.1,7
2013-07-04,106.0,1.38,6,7,IndependenceDay,National,0,22.1,22.1,65.9,0.0,no_precip,20.0,13.9,21.7,9
2013-07-05,56.0,1.38,7,7,no_event,no_event,1,24.3,24.4,63.4,0.0,no_precip,24.2,15.8,18.2,9
2013-07-06,78.0,1.38,1,7,no_event,no_event,1,24.9,25.1,62.0,0.0,no_precip,17.6,15.9,12.0,9
2013-07-07,56.0,1.38,2,7,no_event,no_event,0,26.1,27.0,68.2,0.0,no_precip,16.8,15.2,18.0,9
2013-07-08,38.0,1.38,3,7,no_event,no_event,1,26.7,28.1,75.2,11.615,rain,17.0,15.2,53.4,9
2013-07-09,69.0,1.38,4,7,Ramadan starts,Religious,1,25.1,26.0,83.7,23.486,rain,20.3,12.6,51.9,4
2013-07-10,77.0,1.38,5,7,no_event,no_event,0,23.3,23.3,67.6,0.0,no_precip,20.1,16.0,44.5,10
2013-07-11,59.0,1.38,6,7,no_event,no_event,1,21.0,21.0,64.9,0.0,no_precip,8.9,14.6,16.1,9
2013-07-12,61.0,1.38,7,7,no_event,no_event,1,21.8,21.6,57.3,0.0,no_precip,16.7,15.9,0.0,10
2013-07-13,100.0,1.38,1,7,no_event,no_event,0,23.0,23.1,58.8,0.0,no_precip,21.1,16.0,5.8,8
2013-07-14,71.0,1.38,2,7,no_event,no_event,1,24.1,24.5,68.3,0.0,no_precip,15.8,15.8,22.7,9
2013-07-15,44.0,1.38,3,7,no_event,no_event,1,26.5,28.1,71.1,0.015,rain,14.9,14.7,35.1,8
2013-07-16,35.0,1.38,4,7,no_event,no_event,0,28.8,31.1,69.8,0.0,no_precip,11.9,14.6,29.9,6
2013-07-17,43.0,1.38,5,7,no_event,no_event,0,29.0,31.3,69.5,0.017,rain,11.1,15.9,24.6,8
2013-07-18,72.0,1.38,6,7,no_event,no_event,0,29.4,31.4,65.5,0.0,no_precip,20.5,16.0,17.6,6
2013-07-19,78.0,1.38,7,7,no_event,no_event,0,28.5,30.3,60.8,0.0,no_precip,20.6,16.0,28.8,8
2013-07-20,56.0,1.38,1,7,no_event,no_event,0,23.6,23.7,65.7,0.011,rain,13.8,16.0,23.2,9
2013-07-21,81.0,1.38,2,7,no_event,no_event,0,20.1,20.2,77.1,40.374,rain,24.9,15.5,58.4,6
2013-07-22,39.0,1.38,3,7,no_event,no_event,0,23.0,23.3,76.5,4.294,rain,25.3,13.7,53.8,9
2013-07-23,64.0,1.38,4,7,no_event,no_event,0,20.6,20.6,65.0,0.034,rain,21.6,16.0,44.3,10
2013-07-24,30.0,1.38,5,7,no_event,no_event,0,17.5,17.5,68.4,0.0,no_precip,7.7,16.0,30.8,9
2013-07-25,55.0,1.38,6,7,no_event,no_event,0,20.5,20.5,69.1,2.007,rain,21.3,15.8,51.7,9
2013-07-26,85.0,1.38,7,7,no_event,no_event,0,20.4,20.4,77.0,6.913,rain,15.1,15.4,51.1,8
2013-07-27,99.0,1.38,1,7,no_event,no_event,0,13.4,13.4,72.7,0.326,rain,20.4,15.6,79.3,9
2013-07-28,92.0,1.38,2,7,no_event,no_event,0,14.9,14.9,73.5,0.631,rain,20.5,15.7,87.0,9
2013-07-29,38.0,1.38,3,7,no_event,no_event,0,17.9,17.9,70.6,0.0,no_precip,13.9,16.0,37.0,9
2013-07-30,37.0,1.38,4,7,no_event,no_event,0,18.7,18.7,78.6,0.026,rain,18.4,15.0,69.2,6
2013-07-31,57.0,1.38,5,7,no_event,no_event,0,20.8,20.8,78.5,0.015,rain,16.1,13.9,77.5,9
2013-08-01,60.0,1.38,6,8,no_event,no_event,0,20.7,20.7,66.2,0.002,rain,18.0,15.9,36.0,9
2013-08-02,89.0,1.38,7,8,no_event,no_event,1,22.0,22.0,65.8,2.997,rain,13.3,16.0,56.5,6
2013-08-03,92.0,1.38,1,8,no_event,no_event,1,19.2,19.2,63.2,0.0,no_precip,15.9,16.0,25.9,9
2013-08-04,99.0,1.38,2,8,no_event,no_event,0,18.0,18.0,70.4,0.0,no_precip,14.4,16.0,35.3,9
2013-08-05,90.0,1.38,3,8,no_event,no_event,1,18.9,18.9,79.2,1.429,rain,19.1,15.4,69.0,5
2013-08-06,61.0,1.38,4,8,no_event,no_event,1,23.6,23.9,76.8,0.014,rain,14.4,14.3,66.4,9
2013-08-07,41.0,1.38,5,8,no_event,no_event,0,23.3,23.3,75.1,0.0,no_precip,21.9,15.0,37.6,9
2013-08-08,87.0,1.38,6,8,Eid al-Fitr,Religious,1,20.4,20.4,71.3,0.0,no_precip,13.3,15.5,61.9,8
2013-08-09,139.0,1.38,7,8,no_event,no_event,1,21.3,21.3,63.3,0.0,no_precip,13.9,16.0,41.0,8
2013-08-10,78.0,1.38,1,8,no_event,no_event,0,18.1,18.1,72.3,0.0,no_precip,11.1,15.8,44.1,9
2013-08-11,81.0,1.38,2,8,no_event,no_event,1,18.0,18.0,85.7,2.932,rain,12.3,15.1,74.5,8
2013-08-12,55.0,1.38,3,8,no_event,no_event,1,21.5,21.5,77.2,0.31,rain,12.9,12.5,75.7,7
2013-08-13,54.0,1.38,4,8,no_event,no_event,0,17.0,17.0,64.2,0.0,no_precip,20.4,16.0,55.2,9
2013-08-14,36.0,1.38,5,8,no_event,no_event,1,15.7,15.7,71.6,0.0,no_precip,9.3,15.9,32.1,9
2013-08-15,66.0,1.38,6,8,no_event,no_event,1,18.9,18.9,65.3,0.0,no_precip,9.3,16.0,81.8,8
2013-08-16,86.0,1.38,7,8,no_event,no_event,0,19.5,19.5,66.8,0.0,no_precip,11.0,15.7,32.9,9
2013-08-17,59.0,1.38,1,8,no_event,no_event,0,19.5,19.5,66.1,0.0,no_precip,12.7,15.1,11.4,9
2013-08-18,60.0,1.38,2,8,no_event,no_event,0,20.3,20.2,64.3,0.0,no_precip,14.3,15.2,8.4,9
2013-08-19,50.0,1.38,3,8,no_event,no_event,0,21.2,21.2,69.3,0.0,no_precip,12.6,15.5,19.6,7
2013-08-20,57.0,1.38,4,8,no_event,no_event,0,24.6,24.7,64.0,0.0,no_precip,20.5,15.5,22.3,8
2013-08-21,44.0,1.38,5,8,no_event,no_event,0,26.5,27.2,64.1,0.0,no_precip,24.9,15.7,54.7,8
2013-08-22,50.0,1.38,6,8,no_event,no_event,0,22.0,22.0,87.7,43.528,rain,18.3,12.0,49.3,4
2013-08-23,57.49376612878143,1.38,7,8,no_event,no_event,0,21.1,21.1,66.4,0.179,rain,15.1,15.0,7.8,9
2013-08-24,104.0,1.0,1,8,no_event,no_event,0,22.0,22.2,69.0,0.0,no_precip,22.1,16.0,8.2,8
2013-08-25,130.0,1.0,2,8,no_event,no_event,0,26.2,27.0,64.5,0.0,no_precip,20.0,16.0,5.1,8
2013-08-26,114.0,1.0,3,8,no_event,no_event,0,27.1,28.8,67.4,0.0,no_precip,18.3,16.0,5.6,8
2013-08-27,232.0,1.0,4,8,no_event,no_event,0,28.9,31.2,66.0,0.0,no_precip,16.1,16.0,10.4,8
2013-08-28,181.0,1.0,5,8,no_event,no_event,0,24.9,25.4,81.0,0.0,no_precip,14.3,14.0,64.0,8
2013-08-29,165.0,1.0,6,8,no_event,no_event,0,24.0,24.3,74.3,0.002,rain,22.3,12.3,14.4,8
2013-08-30,354.0,1.0,7,8,no_event,no_event,0,26.5,28.2,74.9,0.073,rain,21.2,15.2,43.5,8
2013-08-31,333.0,1.0,1,8,no_event,no_event,0,22.0,22.0,77.1,0.013,rain,19.1,16.0,62.7,6
2013-09-01,316.0,1.0,2,9,no_event,no_event,0,22.1,22.3,78.2,0.039,rain,13.4,14.1,46.6,7
2013-09-02,48.0,1.0,3,9,LaborDay,National,1,17.6,17.6,75.3,0.0,no_precip,17.1,16.0,53.3,9
2013-09-03,199.0,1.0,4,9,no_event,no_event,1,15.6,15.6,74.9,0.0,no_precip,11.1,14.6,4.6,8
2013-09-04,250.0,1.0,5,9,no_event,no_event,0,19.6,19.7,72.9,0.0,no_precip,12.9,15.8,3.0,8
2013-09-05,283.0,1.0,6,9,no_event,no_event,1,19.8,19.8,71.1,0.0,no_precip,19.7,15.9,50.1,8
2013-09-06,173.0,1.0,7,9,no_event,no_event,1,21.9,22.0,60.2,0.0,no_precip,16.9,16.0,22.2,8
2013-09-07,260.0,1.0,1,9,no_event,no_event,0,25.5,26.2,66.3,0.0,no_precip,16.1,15.8,25.5,8
2013-09-08,259.0,1.0,2,9,no_event,no_event,1,20.2,20.2,81.9,0.0,no_precip,25.7,15.9,88.7,8
2013-09-09,331.0,1.0,3,9,no_event,no_event,1,25.5,27.1,72.6,0.0,no_precip,23.0,13.2,45.1,7
2013-09-10,175.0,1.0,4,9,no_event,no_event,0,29.1,29.2,48.4,0.0,no_precip,18.7,16.0,13.5,8
2013-09-11,173.0,1.0,5,9,no_event,no_event,1,22.8,23.0,76.1,6.388,rain,14.2,15.2,49.4,7
2013-09-12,203.0,1.0,6,9,no_event,no_event,1,18.8,18.8,67.8,0.0,no_precip,24.3,15.7,24.5,8
2013-09-13,187.0,1.0,7,9,no_event,no_event,0,12.6,12.3,63.3,0.0,no_precip,18.3,16.0,4.7,8
2013-09-14,275.0,1.0,1,9,no_event,no_event,1,14.3,14.2,62.1,0.0,no_precip,17.2,16.0,3.9,7
2013-09-15,195.0,1.0,2,9,no_event,no_event,1,14.2,14.2,85.1,17.589,rain,21.1,14.5,86.3,2
2013-09-16,188.0,1.0,3,9,no_event,no_event,0,12.4,11.9,69.4,0.002,rain,22.0,16.0,28.2,8
2013-09-17,142.0,1.0,4,9,no_event,no_event,0,13.4,13.4,76.5,1.249,rain,20.9,14.8,34.8,6
2013-09-18,201.0,1.0,5,9,no_event,no_event,0,19.7,19.7,78.0,1.487,rain,26.3,15.4,60.4,7
2013-09-19,157.0,1.0,6,9,no_event,no_event,0,22.9,23.2,84.4,44.141,rain,25.4,13.3,64.9,5
2013-09-20,197.0,1.0,7,9,no_event,no_event,0,18.6,18.6,80.9,0.028,rain,22.4,15.9,79.7,4
2013-09-21,253.0,1.0,1,9,no_event,no_event,0,12.4,12.3,78.3,0.0,no_precip,18.8,15.9,52.5,8
2013-09-22,210.0,1.0,2,9,no_event,no_event,0,11.2,11.1,74.9,0.002,rain,16.6,15.7,7.3,8
2013-09-23,168.0,1.0,3,9,no_event,no_event,0,12.6,12.6,75.1,0.0,no_precip,19.7,15.6,7.0,8
2013-09-24,187.0,1.0,4,9,no_event,no_event,0,13.9,13.9,73.8,0.0,no_precip,19.4,13.2,3.1,8
2013-09-25,147.0,1.0,5,9,no_event,no_event,0,14.1,14.0,77.4,0.0,no_precip,15.5,11.6,27.4,8
2013-09-26,127.0,1.0,6,9,no_event,no_event,0,15.0,15.0,73.6,0.0,no_precip,19.8,10.1,29.8,7
2013-09-27,181.0,1.0,7,9,no_event,no_event,0,17.7,17.7,64.9,0.0,no_precip,28.4,13.5,0.7,7
2013-09-28,189.0,1.0,1,9,no_event,no_event,0,18.6,18.6,67.3,4.424,rain,39.5,15.1,46.6,7
2013-09-29,176.0,1.0,2,9,no_event,no_event,0,14.0,14.0,70.4,0.04,rain,10.7,14.9,7.3,7
2013-09-30,130.0,1.0,3,9,no_event,no_event,0,16.0,16.0,57.0,0.0,no_precip,27.2,16.0,0.0,7
2013-10-01,77.0,1.0,4,10,no_event,no_event,0,19.7,19.7,69.2,0.0,no_precip,21.2,16.0,1.1,7
2013-10-02,164.0,1.0,5,10,no_event,no_event,1,16.2,16.2,62.8,0.0,no_precip,14.4,13.1,15.5,7
2013-10-03,117.0,1.0,6,10,no_event,no_event,1,18.8,18.8,79.9,0.062,rain,18.9,14.4,69.2,6
2013-10-04,209.0,1.0,7,10,no_event,no_event,0,18.3,18.3,95.3,11.462,rain,22.3,11.3,86.3,5
2013-10-05,200.0,1.0,1,10,no_event,no_event,1,18.7,18.7,93.9,4.339,rain,16.6,7.0,94.3,5
2013-10-06,163.0,1.0,2,10,no_event,no_event,1,10.8,10.5,70.7,0.706,rain,15.3,16.0,70.0,7
2013-10-07,144.0,1.0,3,10,no_event,no_event,0,11.5,10.9,75.0,0.25,rain,18.1,15.7,44.7,7
2013-10-08,82.0,1.0,4,10,no_event,no_event,1,14.2,14.2,64.8,0.0,no_precip,19.0,16.0,0.0,7
2013-10-09,101.0,1.0,5,10,no_event,no_event,1,15.3,15.3,62.2,0.007,rain,17.7,16.0,0.0,7
2013-10-10,100.0,1.0,6,10,no_event,no_event,0,13.6,13.6,72.3,0.0,no_precip,17.9,13.0,1.5,6
2013-10-11,155.0,1.0,7,10,no_event,no_event,1,16.1,16.1,74.0,0.0,no_precip,32.9,12.9,32.9,6
2013-10-12,246.0,1.0,1,10,no_event,no_event,1,16.4,16.4,65.9,0.921,rain,23.9,15.6,38.2,6
2013-10-13,145.0,1.0,2,10,no_event,no_event,0,9.0,9.0,68.4,0.0,no_precip,16.7,16.0,2.6,7
2013-10-14,145.0,1.0,3,10,ColumbusDay,National,1,8.5,8.3,75.1,0.0,no_precip,23.3,16.0,16.0,7
2013-10-15,26.0,1.0,4,10,EidAlAdha,Religious,1,12.1,11.9,81.1,6.009,rain,21.4,12.9,80.5,5
2013-10-16,10.0,1.0,5,10,no_event,no_event,0,10.2,9.6,84.9,0.135,rain,15.3,15.5,99.6,3
2013-10-17,24.0,1.0,6,10,no_event,no_event,0,8.3,8.2,82.9,2.821,rain,9.2,14.0,68.5,4
2013-10-18,21.0,1.0,7,10,no_event,no_event,0,7.0,5.6,77.6,0.0,no_precip,19.7,16.0,74.6,5
2013-10-19,140.0,1.38,1,10,no_event,no_event,0,5.6,4.5,78.7,0.644,rain,13.3,15.9,57.1,5
2013-10-20,183.0,1.38,2,10,no_event,no_event,0,5.8,4.5,86.2,2.092,rain,21.8,14.3,61.6,6
2013-10-21,47.0,1.38,3,10,no_event,no_event,0,4.1,1.6,65.8,0.0,no_precip,23.0,16.0,81.5,6
2013-10-22,45.0,1.38,4,10,no_event,no_event,0,2.4,1.0,64.6,0.0,no_precip,16.4,16.0,36.6,2
2013-10-23,24.0,1.38,5,10,no_event,no_event,0,1.5,-0.4,71.5,0.0,no_precip,18.4,15.9,65.0,4
2013-10-24,45.0,1.38,6,10,no_event,no_event,0,2.3,-0.6,63.0,0.0,no_precip,21.8,16.0,79.8,5
2013-10-25,65.0,1.38,7,10,no_event,no_event,0,5.0,3.2,56.3,0.0,no_precip,23.1,16.0,47.7,6
2013-10-26,103.0,1.38,1,10,no_event,no_event,0,7.9,5.6,50.2,0.0,no_precip,29.0,16.0,64.0,6
2013-10-27,79.0,1.38,2,10,no_event,no_event,0,5.4,4.8,60.9,0.0,no_precip,18.2,16.0,0.5,6
2013-10-28,51.0,1.38,3,10,no_event,no_event,0,4.4,0.9,68.5,0.0,no_precip,29.4,16.0,76.3,4
2013-10-29,48.0,1.38,4,10,no_event,no_event,0,6.5,4.7,71.3,0.0,no_precip,14.8,15.7,67.9,5
2013-10-30,38.0,1.38,5,10,no_event,no_event,0,10.2,9.7,91.9,0.254,rain,24.7,6.1,88.5,2
2013-10-31,71.0,1.38,6,10,Halloween,Cultural,0,13.3,12.7,93.5,14.176,rain,18.1,10.8,99.6,4
2013-11-01,107.0,1.38,7,11,no_event,no_event,0,6.5,4.6,85.5,0.901,rain,18.4,14.7,89.3,3
2013-11-02,152.0,1.38,1,11,no_event,no_event,1,4.2,2.7,83.8,0.009,rain,19.4,13.9,70.1,5
2013-11-03,135.0,1.38,2,11,no_event,no_event,1,3.5,1.9,76.7,0.0,no_precip,27.8,12.6,21.7,6
2013-11-04,87.0,1.38,3,11,no_event,no_event,0,9.0,7.2,67.5,0.242,rain,30.8,15.9,51.4,4
2013-11-05,52.0,1.38,4,11,no_event,no_event,1,10.4,10.2,88.1,9.769,rain,30.0,10.1,99.6,2
2013-11-06,60.0,1.38,5,11,no_event,no_event,1,6.4,4.0,80.0,7.169,rain,26.6,13.3,70.9,4
2013-11-07,53.0,1.38,6,11,no_event,no_event,0,1.5,-1.1,72.2,0.0,no_precip,14.5,16.0,59.7,5
2013-11-08,91.0,1.38,7,11,no_event,no_event,1,2.6,0.1,71.9,0.0,no_precip,38.9,13.7,25.8,4
2013-11-09,142.0,1.38,1,11,no_event,no_event,1,8.4,6.0,59.7,0.0,no_precip,30.7,16.0,72.4,5
2013-11-10,96.0,1.38,2,11,no_event,no_event,0,5.5,2.6,56.4,0.0,no_precip,20.0,16.0,64.3,5
2013-11-11,17.0,1.38,3,11,VeteransDay,National,1,0.7,-3.5,68.9,2.571,"rain,snow",25.5,13.8,74.3,2
2013-11-12,86.39594610277368,1.38,4,11,no_event,no_event,1,-5.0,-9.2,64.3,0.0,no_precip,16.9,16.0,6.0,5
2013-11-13,74.54565996328,1.38,5,11,no_event,no_event,0,-0.4,-4.8,49.9,0.0,no_precip,30.2,16.0,0.0,5
2013-11-14,72.71981564813473,1.38,6,11,no_event,no_event,1,4.8,1.6,50.4,0.242,rain,23.9,15.9,13.5,4
2013-11-15,68.39542748884867,1.38,7,11,no_event,no_event,1,6.8,4.9,62.4,0.0,no_precip,19.8,16.0,18.4,5
2013-11-16,102.84561795355677,1.38,1,11,no_event,no_event,0,9.1,7.3,89.2,4.086,rain,36.9,10.2,77.0,2
2013-11-17,75.85163929393963,1.38,2,11,no_event,no_event,0,10.3,8.8,87.0,22.971,rain,27.3,13.7,92.2,3
2013-11-18,76.56851476470615,1.38,3,11,no_event,no_event,0,1.0,-3.4,67.7,0.0,no_precip,27.8,16.0,60.1,5
2013-11-19,86.08632765664197,1.38,4,11,no_event,no_event,0,-0.8,-3.0,71.7,0.0,no_precip,17.6,16.0,3.0,5
2013-11-20,67.43259686069882,1.38,5,11,no_event,no_event,0,2.4,-2.4,75.1,0.999,rain,34.8,14.5,77.0,3
2013-11-21,71.15919911775131,1.38,6,11,no_event,no_event,0,4.3,2.5,88.6,0.0,no_precip,15.5,7.6,100.0,2
2013-11-22,58.54046593399926,1.38,7,11,no_event,no_event,0,-0.3,-4.2,73.1,1.293,"rain,snow",23.4,14.1,51.4,5
2013-11-23,87.22939266059001,1.38,1,11,no_event,no_event,0,-7.6,-14.4,56.8,0.0,no_precip,27.3,15.9,38.3,5
2013-11-24,93.84235164936314,1.38,2,11,no_event,no_event,0,-7.7,-12.5,53.8,0.0,no_precip,26.5,16.0,0.9,5
2013-11-25,75.12269908107646,1.38,3,11,no_event,no_event,0,-2.6,-7.8,71.4,2.919,snow,23.2,13.7,80.4,3
2013-11-26,70.95771506414621,1.38,4,11,no_event,no_event,0,-3.2,-8.2,63.5,0.0,no_precip,27.6,15.4,71.1,4
2013-11-27,71.70369826937451,1.38,5,11,no_event,no_event,0,-7.5,-12.1,61.8,0.0,no_precip,17.7,16.0,31.4,4
2013-11-28,55.00547745006736,1.38,6,11,Thanksgiving,National,0,-4.0,-8.1,60.4,0.0,no_precip,17.0,15.9,83.9,5
2013-11-29,76.07677615373802,1.38,7,11,no_event,no_event,0,-5.8,-8.4,72.2,0.0,no_precip,19.5,16.0,0.4,2
2013-11-30,184.96331923481262,1.0,1,11,no_event,no_event,0,0.6,-2.2,72.9,0.0,no_precip,19.6,15.5,6.4,4
2013-12-01,212.0,1.0,2,12,no_event,no_event,0,0.3,-1.4,75.6,0.0,no_precip,12.5,14.1,54.6,4
2013-12-02,192.0,1.0,3,12,no_event,no_event,1,-0.1,-2.4,83.6,2.625,"rain,snow",23.6,9.4,74.1,1
2013-12-03,155.0,1.0,4,12,no_event,no_event,1,2.6,-0.8,97.4,1.89,"rain,snow",18.7,1.9,100.0,1
2013-12-04,181.0,1.0,5,12,no_event,no_event,0,4.7,2.0,95.8,1.828,rain,24.5,4.5,100.0,1
2013-12-05,192.0,1.0,6,12,Chanukah End,Religious,1,-5.7,-12.1,67.4,0.0,no_precip,23.3,16.0,71.3,4
2013-12-06,184.0,1.0,7,12,no_event,no_event,1,-11.7,-18.1,66.2,0.0,no_precip,19.6,16.0,26.4,4
2013-12-07,217.0,1.0,1,12,no_event,no_event,0,-13.7,-18.0,68.5,0.0,no_precip,14.4,16.0,27.7,4
2013-12-08,2.0,1.0,2,12,no_event,no_event,1,-9.5,-14.7,75.2,4.022,snow,19.1,9.2,90.9,2
2013-12-09,174.1871441835217,1.0,3,12,no_event,no_event,1,-12.3,-18.5,73.6,0.726,snow,22.1,13.1,36.5,4
2013-12-10,157.70384941095085,1.0,4,12,no_event,no_event,0,-12.7,-19.3,65.9,0.242,snow,30.8,14.1,64.1,4
2013-12-11,162.61039809187878,1.0,5,12,no_event,no_event,1,-13.6,-19.2,65.4,0.0,no_precip,22.3,12.9,44.1,5
2013-12-12,147.47493059518342,1.0,6,12,no_event,no_event,1,-12.0,-18.0,66.1,0.0,no_precip,20.6,16.0,79.4,3
2013-12-13,141.0886437953186,1.0,7,12,no_event,no_event,0,-6.5,-10.7,69.8,0.0,no_precip,24.9,15.9,82.8,2
2013-12-14,181.04215811853183,1.0,1,12,no_event,no_event,1,-6.3,-11.9,82.0,0.241,snow,24.9,11.9,97.7,1
2013-12-15,166.89795002901866,1.0,2,12,no_event,no_event,1,-11.6,-18.5,62.1,0.0,no_precip,23.1,15.7,74.5,4
2013-12-16,168.07530560837688,1.0,3,12,no_event,no_event,0,-13.8,-17.4,72.9,4.077,snow,15.8,13.1,76.2,3
2013-12-17,153.04078536294952,1.0,4,12,no_event,no_event,0,-3.8,-8.8,72.6,0.405,"rain,snow",23.7,13.1,87.1,4
2013-12-18,155.8784595285016,1.0,5,12,no_event,no_event,0,-4.6,-9.1,65.9,0.0,no_precip,30.8,16.0,41.8,4
2013-12-19,157.26465958707678,1.0,6,12,no_event,no_event,0,-3.3,-6.9,83.6,0.761,snow,27.5,12.2,66.5,1
2013-12-20,140.47687066501027,1.0,7,12,no_event,no_event,0,-5.1,-11.2,88.2,0.61,snow,29.5,10.7,100.0,2
2013-12-21,102.39894034911953,1.38,1,12,no_event,no_event,0,-3.9,-8.5,92.4,0.0,no_precip,30.1,6.9,100.0,1
2013-12-22,84.59493004149766,1.38,2,12,no_event,no_event,0,-4.3,-9.1,85.6,9.477,snow,26.4,8.6,99.1,3
2013-12-23,83.28452354040064,1.38,3,12,no_event,no_event,0,-12.2,-17.1,78.6,0.241,snow,14.6,11.1,84.3,3
2013-12-24,85.5240916001668,1.38,4,12,no_event,no_event,0,-17.0,-21.4,76.6,1.207,snow,16.7,14.6,35.2,4
2013-12-25,71.26412880962903,1.38,5,12,Christmas,National,0,-7.0,-12.0,83.7,2.297,snow,18.8,8.2,99.9,2
2013-12-26,74.0,1.38,6,12,no_event,no_event,0,-6.4,-8.9,80.0,0.0,no_precip,15.9,14.6,95.6,3
2013-12-27,118.0,1.38,7,12,no_event,no_event,0,-3.5,-6.2,80.3,0.0,no_precip,23.1,11.7,74.4,4
2013-12-28,99.0,1.38,1,12,no_event,no_event,0,1.2,-1.3,75.9,0.0,no_precip,19.5,15.5,11.0,4
2013-12-29,137.0,1.38,2,12,no_event,no_event,0,-6.3,-12.4,71.6,0.0,no_precip,28.2,14.7,65.9,3
2013-12-30,142.0,1.38,3,12,no_event,no_event,0,-19.5,-21.9,65.9,1.125,snow,12.0,12.9,58.2,2
2013-12-31,239.0,1.38,4,12,no_event,no_event,0,-16.3,-19.5,75.8,2.504,snow,13.7,12.6,83.6,2
2014-01-01,74.0,1.38,5,1,NewYear,National,0,-15.3,-24.2,63.9,0.0,no_precip,26.2,14.7,98.0,2
2014-01-02,79.0,1.38,6,1,no_event,no_event,1,-14.8,-21.8,67.6,0.0,no_precip,24.8,14.5,66.0,4
2014-01-03,93.0,1.38,7,1,no_event,no_event,1,-15.9,-22.1,72.7,0.0,no_precip,36.7,15.0,48.0,3
2014-01-04,161.0,1.38,1,1,no_event,no_event,0,-3.7,-9.4,69.0,0.0,no_precip,32.5,15.6,78.7,2
2014-01-05,134.0,1.38,2,1,no_event,no_event,1,-15.1,-24.6,55.9,0.0,no_precip,27.5,16.0,71.0,1
2014-01-06,45.0,1.38,3,1,no_event,no_event,1,-25.1,-36.2,57.4,0.0,no_precip,26.5,15.1,45.6,4
2014-01-07,82.0,1.38,4,1,OrthodoxChristmas,Religious,0,-21.3,-27.6,62.1,0.0,no_precip,15.9,16.0,19.8,4
2014-01-08,56.0,1.38,5,1,no_event,no_event,1,-19.8,-20.6,69.9,0.0,no_precip,10.8,15.9,18.1,4
2014-01-09,102.0,1.38,6,1,no_event,no_event,1,-15.5,-18.4,75.9,0.0,no_precip,17.0,14.0,55.4,4
2014-01-10,61.0,1.38,7,1,no_event,no_event,0,-1.0,-5.3,94.1,3.71,"rain,snow",22.6,3.8,100.0,2
2014-01-11,149.0,1.38,1,1,no_event,no_event,1,0.4,-3.6,85.1,0.0,no_precip,20.7,12.8,99.6,5
2014-01-12,94.0,1.38,2,1,no_event,no_event,1,1.0,-3.3,77.3,0.0,no_precip,33.1,15.2,79.9,3
2014-01-13,42.0,1.38,3,1,no_event,no_event,0,1.9,-0.7,72.9,0.0,no_precip,22.9,16.0,62.6,5
2014-01-14,46.0,1.38,4,1,no_event,no_event,1,-2.6,-8.3,81.1,1.991,"rain,snow",32.2,9.4,99.1,4
2014-01-15,70.0,1.38,5,1,no_event,no_event,1,-10.4,-16.9,69.7,0.0,no_precip,22.1,15.5,81.4,5
2014-01-16,38.0,1.38,6,1,no_event,no_event,0,-4.2,-10.1,74.3,1.619,"rain,snow",26.3,12.2,91.2,2
2014-01-17,88.0,1.38,7,1,no_event,no_event,0,-10.0,-16.3,69.9,0.0,no_precip,21.9,12.3,95.2,2
2014-01-18,121.0,1.38,1,1,no_event,no_event,0,-12.7,-16.2,79.3,0.496,snow,17.9,11.7,62.6,1
2014-01-19,110.0,1.38,2,1,no_event,no_event,0,-3.9,-8.2,73.6,0.0,no_precip,19.4,15.9,55.7,5
2014-01-20,50.0,1.38,3,1,MartinLutherKingDay,National,0,-6.3,-12.5,76.5,0.0,no_precip,32.4,12.7,98.4,5
2014-01-21,48.0,1.38,4,1,no_event,no_event,0,-17.4,-23.3,61.4,0.0,no_precip,28.1,15.9,36.2,5
2014-01-22,52.0,1.38,5,1,no_event,no_event,0,-15.4,-23.3,65.9,0.242,snow,25.1,11.0,84.6,3
2014-01-23,12.0,1.38,6,1,no_event,no_event,0,-18.1,-26.6,58.9,0.0,no_precip,26.2,15.9,1.1,5
2014-01-24,55.11315707862616,1.38,7,1,no_event,no_event,0,-10.5,-18.2,63.8,0.726,"rain,snow",30.6,15.1,73.6,4
2014-01-25,144.0,1.44,1,1,no_event,no_event,0,-9.4,-16.6,48.3,0.0,no_precip,38.9,15.6,28.5,4
2014-01-26,92.0,1.44,2,1,no_event,no_event,0,-11.1,-18.4,71.1,3.735,snow,35.6,9.2,90.4,4
2014-01-27,49.0,1.44,3,1,no_event,no_event,0,-20.4,-29.8,55.1,0.0,no_precip,28.0,15.1,25.2,5
